"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"99400186934","La Casa de l'Aigua","Hort Urbà","C","Garbí","2","4","53","la Trinitat Nova","08","Nou Barris","08033","019","BARCELONA","41.452965","2.188045","432182.685","4589360.577","432274.631","4589561.58","010","Tel.","","","","","","","","","Horts urbans","Medi ambient",
"99400186934","La Casa de l'Aigua","Hort Urbà","C","Garbí","2","4","53","la Trinitat Nova","08","Nou Barris","08033","019","BARCELONA","41.452965","2.188045","432182.685","4589360.577","432274.631","4589561.58","010","Tel.","","","","","","","","Horts urbans","Medi ambient","Medi ambient",
"99400200051","Hort Urbà de Pedralbes","#","C","Castellet","2","2","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394331","2.111585","425729.612","4582913.854","425821.501","4583114.795","010","Informació","","","","","","","","Horts urbans","Medi ambient","Medi ambient",
"99400200051","Hort Urbà de Pedralbes","#","C","Castellet","2","2","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394331","2.111585","425729.612","4582913.854","425821.501","4583114.795","010","Informació","","","","","","","","","Horts urbans","Medi ambient",
"99400363859","Hort Urbà Can Pujades","#","Camí","Múrgola","13","19","22","Vallvidrera, el Tibidabo i les Planes","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.414821","2.098517","424660.846","4585199.837","424752.724","4585400.799","010","Informació","","","","","","","","","Horts urbans","Medi ambient",
"99400363859","Hort Urbà Can Pujades","#","Camí","Múrgola","13","19","22","Vallvidrera, el Tibidabo i les Planes","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.414821","2.098517","424660.846","4585199.837","424752.724","4585400.799","010","Informació","","","","","","","","Horts urbans","Medi ambient","Medi ambient",
"99400400467","Hort Urbà Baró de Viver","#","Pg","Santa Coloma","125","125","57","la Trinitat Vella","09","Sant Andreu","08030","019","BARCELONA","41.449093","2.200887","433251.318","4588920.773","433343.274","4589121.772","010","Tel.","","","","","","","","","Horts urbans","Medi ambient",
"99400400467","Hort Urbà Baró de Viver","#","Pg","Santa Coloma","125","125","57","la Trinitat Vella","09","Sant Andreu","08030","019","BARCELONA","41.449093","2.200887","433251.318","4588920.773","433343.274","4589121.772","010","Tel.","","","","","","","","Horts urbans","Medi ambient","Medi ambient",
"99400400469","Hort Urbà de Can Peguera","#","C","Camós","3","3","47","Can Peguera","08","Nou Barris","08031","019","BARCELONA","41.43402","2.164201","430170.839","4587276.321","430262.768","4587477.304","010","Tel.","","","","","","","","Horts urbans","Medi ambient","Medi ambient",
"99400400469","Hort Urbà de Can Peguera","#","C","Camós","3","3","47","Can Peguera","08","Nou Barris","08031","019","BARCELONA","41.43402","2.164201","430170.839","4587276.321","430262.768","4587477.304","010","Tel.","","","","","","","","","Horts urbans","Medi ambient",
"99400382526","Hort-Jardí Urbà La Ferroviària","#","C","Camp del Ferro","17","17","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.426178","2.192788","432551.104","4586383.055","432643.055","4586584.03","","","","","","","","","","","Horts urbans","Medi ambient",
"99400558036","Hort Urbà d'en Queni","#","C","Rosés","8","8","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.377718","2.13035","427279.844","4581053.494","427371.748","4581254.418","","","","","","","","","","","Horts urbans","Medi ambient",
"99400589803","Associació Hort Urbà Espai Colònia Castells - Les Corts","#","C","Montnegre","30","","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.387565","2.139188","428029.755","4582139.388","428121.665","4582340.323","","","","","","","","","","","Horts urbans","Medi ambient",
"99400638908","Hort Urbà de El Clot","#","C","Bilbao","241","241","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.411646","2.191579","432435.055","4584770.601","432527.005","4584971.561","","","","","","","","","","","Horts urbans","Medi ambient",
