"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"75990039581","Residència d'Estudiants Roca","#","C","Ciutat de Balaguer","65","65","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.405036","2.133434","427568.095","4584083.741","427660","4584284.694","932127592","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990039581","Residència d'Estudiants Roca","#","C","Ciutat de Balaguer","65","65","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.405036","2.133434","427568.095","4584083.741","427660","4584284.694","934 173 194","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990040560","Residència Estudiants Nuestra Señora de la Consolación","#","Ptge","Concepció","8","8","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.394809","2.160147","429789.931","4582926.442","429881.857","4583127.384","934883316","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990040560","Residència Estudiants Nuestra Señora de la Consolación","#","Ptge","Concepció","8","8","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.394809","2.160147","429789.931","4582926.442","429881.857","4583127.384","934880756","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990040560","Residència Estudiants Nuestra Señora de la Consolación","#","Ptge","Concepció","8","8","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.394809","2.160147","429789.931","4582926.442","429881.857","4583127.384","934871980","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990043118","Residència Estudiants Religiosa Maria Immaculada","#","C","Consell de Cent","393","393","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.3947","2.170304","430638.914","4582906.126","430730.848","4583107.069","934878930","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990043118","Residència Estudiants Religiosa Maria Immaculada","#","C","Consell de Cent","393","393","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.3947","2.170304","430638.914","4582906.126","430730.848","4583107.069","934883111","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990044652","Residència Estudiants Lumen","#","C","Còrsega","390","390","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.399624","2.163608","430084.374","4583458.127","430176.303","4583659.074","935306645","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990044652","Residència Estudiants Lumen","#","C","Còrsega","390","390","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.399624","2.163608","430084.374","4583458.127","430176.303","4583659.074","934578354","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990049181","Residència Teatinas Immaculada Concepció","#","C","Doctor Rizal","6","6","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.39776","2.156264","429468.529","4583257.15","429560.452","4583458.095","932374961","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990058192","Apartamentos Ganduxer","#","C","Ganduxer","50","50","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.396012","2.136897","427847.594","4583079.072","427939.502","4583280.015","932402175","Tel.","","","","","","","","","Apartaments","Allotjament",
"75990058192","Apartamentos Ganduxer","#","C","Ganduxer","50","50","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.396012","2.136897","427847.594","4583079.072","427939.502","4583280.015","932402175","Tel.","","","","","","","","Apartaments","Altres allotjaments","Allotjament",
"75990066322","Col.legi Major Sagrat Cor","#","C","Hort de la Vila","46","46","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399353","2.12576","426920.254","4583459.271","427012.154","4583660.218","932065500","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"75990066322","Col.legi Major Sagrat Cor","#","C","Hort de la Vila","46","46","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399353","2.12576","426920.254","4583459.271","427012.154","4583660.218","932523100","Fax","","","","","","","","","Col.legis majors","Allotjament",
"75990080112","Residència Esclavas del Sagrado Corazón de Jesús","#","C","Mallorca","234","234","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.392215","2.160579","429823.242","4582638.096","429915.169","4582839.036","932152584","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990080112","Residència Esclavas del Sagrado Corazón de Jesús","#","C","Mallorca","234","234","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.392215","2.160579","429823.242","4582638.096","429915.169","4582839.036","934873398","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990084868","Residència Emilie de Villeneuve","#","C","Marquesa de Vilallonga","19","19","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406141","2.126552","426994.106","4584212.273","427086.006","4584413.227","934173057","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990084868","Residència Emilie de Villeneuve","#","C","Marquesa de Vilallonga","19","19","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406141","2.126552","426994.106","4584212.273","427086.006","4584413.227","932113629","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990084868","Residència Emilie de Villeneuve","#","C","Marquesa de Vilallonga","19","19","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406141","2.126552","426994.106","4584212.273","427086.006","4584413.227","934179329","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990084868","Residència Emilie de Villeneuve","#","C","Marquesa de Vilallonga","19","19","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406141","2.126552","426994.106","4584212.273","427086.006","4584413.227","934177121","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990118526","Residència Universitària Mare Anna Ravell","#","C","Santaló","35","35","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395591","2.145776","428589.387","4583024.925","428681.302","4583225.868","932009220","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990118526","Residència Universitària Mare Anna Ravell","#","C","Santaló","35","35","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395591","2.145776","428589.387","4583024.925","428681.302","4583225.868","932098127","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990118526","Residència Universitària Mare Anna Ravell","#","C","Santaló","35","35","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395591","2.145776","428589.387","4583024.925","428681.302","4583225.868","932095042","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990173238","Residència Estudiants C.R. Bonanova","#","C","Camp","75","75","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404317","2.135197","427714.625","4584002.528","427806.532","4584203.48","934175221","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990173238","Residència Estudiants C.R. Bonanova","#","C","Camp","75","75","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404317","2.135197","427714.625","4584002.528","427806.532","4584203.48","934175221","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990210632","Alberg Kabul - AJ000339","#","Pl","Reial","17","17","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.379735","2.175294","431040.23","4581240.711","431132.168","4581441.638","933 185 190","Tel.","","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"75990210632","Alberg Kabul - AJ000339","#","Pl","Reial","17","17","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.379735","2.175294","431040.23","4581240.711","431132.168","4581441.638","933 185 190","Tel.","","","","","","","","","Albergs juvenils","Allotjament",
"75990287314","Hostal New York - AJ000542","#","C","Gignàs","6","8","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380614","2.179609","431401.991","4581334.917","431493.933","4581535.845","933 150 304","Tel.","","","","","","","","","Albergs juvenils","Allotjament",
"75990287314","Hostal New York - AJ000542","#","C","Gignàs","6","8","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380614","2.179609","431401.991","4581334.917","431493.933","4581535.845","933 150 304","Tel.","","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"75990293408","Aparthotel Nàpols - HB-004030","#","C","Nàpols","116","116","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.39542","2.179593","431416.251","4582978.622","431508.192","4583179.565","932464573","Tel.","","","","","","","","","Apartaments","Allotjament",
"75990334132","Residència Universitària Elisabets","#","C","Elisabets","19","19","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.383037","2.168102","430442.384","4581613.035","430534.317","4581813.965","933179184","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990334132","Residència Universitària Elisabets","#","C","Elisabets","19","19","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.383037","2.168102","430442.384","4581613.035","430534.317","4581813.965","933178518","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990334132","Residència Universitària Elisabets","#","C","Elisabets","19","19","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.383037","2.168102","430442.384","4581613.035","430534.317","4581813.965","933026398","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990342092","Residència Nikbor","#","Pg","Gràcia","114","114","31","la Vila de Gràcia","06","Gràcia","08008","019","BARCELONA","41.397111","2.159343","429725.213","4583182.632","429817.139","4583383.577","932172716","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990342092","Residència Nikbor","#","Pg","Gràcia","114","114","31","la Vila de Gràcia","06","Gràcia","08008","019","BARCELONA","41.397111","2.159343","429725.213","4583182.632","429817.139","4583383.577","932172700","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990343455","Residència d'Estudiants Mare Güell","#","C","Esperança","5","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403619","2.12564","426915.048","4583933.054","427006.948","4584134.005","934172003","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990343455","Residència d'Estudiants Mare Güell","#","C","Esperança","5","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403619","2.12564","426915.048","4583933.054","427006.948","4584134.005","934172003","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990349543","Residència  Universitària Sant Agustí","#","C","Hospital","23","23","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380967","2.172454","430804.11","4581379.802","430896.046","4581580.73","934127802","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990349543","Residència  Universitària Sant Agustí","#","C","Hospital","23","23","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380967","2.172454","430804.11","4581379.802","430896.046","4581580.73","934125862","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990349543","Residència  Universitària Sant Agustí","#","C","Hospital","23","23","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380967","2.172454","430804.11","4581379.802","430896.046","4581580.73","933011376","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990407037","Aparthotel Acacia - HB-004013","#","C","Comte d'Urgell","194","194","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.38795","2.151194","429033.982","4582172.227","429125.902","4582373.162","934540737","Centraleta","","","","","","","","","Apartaments","Allotjament",
"75990426734","Residència Universitària Pere Felip Monlau","#","C","Sant Oleguer","20","22","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.376996","2.171723","430738.774","4580939.513","430830.71","4581140.437","933943100","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990474374","La Residència de Diagonal 7945","#","Av","Diagonal","433","433","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.394226","2.151307","429050.241","4582868.886","429142.161","4583069.828","934147189","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990474374","La Residència de Diagonal 7945","#","Av","Diagonal","433","433","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.394226","2.151307","429050.241","4582868.886","429142.161","4583069.828","932093933","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990474374","La Residència de Diagonal 7945","#","Av","Diagonal","433","433","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.394226","2.151307","429050.241","4582868.886","429142.161","4583069.828","932022175","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990476371","Residència d'estudiants Anglus","#","C","Aribau","152","152","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392172","2.154574","429321.179","4582638.172","429413.101","4582839.112","932373283","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990476371","Residència d'estudiants Anglus","#","C","Aribau","152","152","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.392172","2.154574","429321.179","4582638.172","429413.101","4582839.112","932373283","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990534460","Angli-78 Hotel-Apartament - HB-004025","#","C","Anglí","78","78","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.404616","2.121688","426585.862","4584046.98","426677.758","4584247.932","934178439","Tel.","","","","","","","","","Apartaments","Allotjament",
"75990543263","Residència Universitària Apimec","#","C","Bruc","136","136","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397111","2.16608","430288.331","4583177.176","430380.262","4583378.121","932077759","Fax","","","","","","","","","Residències d'estudiants","Allotjament",
"75990543263","Residència Universitària Apimec","#","C","Bruc","136","136","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.397111","2.16608","430288.331","4583177.176","430380.262","4583378.121","934579351","Tel.","","","","","","","","","Residències d'estudiants","Allotjament",
"75990681006","Ideal Youth Hostel - AJ000397","#","C","Unió","12","12","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379705","2.173484","430888.869","4581238.813","430980.806","4581439.74","933426177","Tel.","","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"75990681006","Ideal Youth Hostel - AJ000397","#","C","Unió","12","12","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379705","2.173484","430888.869","4581238.813","430980.806","4581439.74","934068322","Tel.","","","","","","","","","Albergs juvenils","Allotjament",
"75990681006","Ideal Youth Hostel - AJ000397","#","C","Unió","12","12","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379705","2.173484","430888.869","4581238.813","430980.806","4581439.74","933426177","Tel.","","","","","","","","","Albergs juvenils","Allotjament",
"75990681006","Ideal Youth Hostel - AJ000397","#","C","Unió","12","12","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379705","2.173484","430888.869","4581238.813","430980.806","4581439.74","934068322","Tel.","","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"92086002168","Alberg Pere Tarrés - AJ000070","#","C","Numància","149","151","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388118","2.133857","427584.65","4582205.153","427676.556","4582406.088","933210416","Fax","","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"92086002168","Alberg Pere Tarrés - AJ000070","#","C","Numància","149","151","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388118","2.133857","427584.65","4582205.153","427676.556","4582406.088","934102309","Tel.","Recepció","","","","","","","","Albergs juvenils","Allotjament",
"92086002168","Alberg Pere Tarrés - AJ000070","#","C","Numància","149","151","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388118","2.133857","427584.65","4582205.153","427676.556","4582406.088","933210416","Fax","","","","","","","","","Albergs juvenils","Allotjament",
"92086002168","Alberg Pere Tarrés - AJ000070","#","C","Numància","149","151","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388118","2.133857","427584.65","4582205.153","427676.556","4582406.088","934102309","Tel.","Recepció","","","","","","","Albergs juvenils","Altres allotjaments","Allotjament",
"92086002799","Apartament Turístic Senator - ATB-000009","#","Via","Augusta","167","167","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.398488","2.142698","428335.278","4583349.125","428427.191","4583550.071","932011405","Centraleta","","","","","","","","","Apartaments","Allotjament",
"92086002799","Apartament Turístic Senator - ATB-000009","#","Via","Augusta","167","167","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.398488","2.142698","428335.278","4583349.125","428427.191","4583550.071","932011405","Centraleta","","","","","","","","Apartaments","Altres allotjaments","Allotjament",
"92086010208","Col.legi  Major Penyafort - Montserrat","#","Av","Diagonal","639","641","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38654","2.121601","426558.184","4582040.287","426650.081","4582241.22","932162702","Fax","","","","","","","","","Col.legis majors","Allotjament",
"92086010208","Col.legi  Major Penyafort - Montserrat","#","Av","Diagonal","639","641","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38654","2.121601","426558.184","4582040.287","426650.081","4582241.22","932162700","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"92086010212","Col·legi Major Sant Jordi","#","Ptge","Ricard Zamora","1","1","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.392434","2.133501","427559.733","4582684.601","427651.639","4582885.541","934140806","Fax","","","","","","","","","Col.legis majors","Allotjament",
"92086010212","Col·legi Major Sant Jordi","#","Ptge","Ricard Zamora","1","1","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.392434","2.133501","427559.733","4582684.601","427651.639","4582885.541","932016600","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"92086010214","Col.legi Major Bonaigua","#","C","Jiménez i Iglesias","3","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.388334","2.122079","426600.185","4582239.102","426692.082","4582440.037","932049108","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"92086010214","Col.legi Major Bonaigua","#","C","Jiménez i Iglesias","3","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.388334","2.122079","426600.185","4582239.102","426692.082","4582440.037","932048455","Fax","","","","","","","","","Col.legis majors","Allotjament",
"92086010216","Col.legi Major La Salle","#","C","Reus","20","20","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.405202","2.134591","427665.021","4584101.198","427756.927","4584302.151","934178402","Fax","","","","","","","","","Col.legis majors","Allotjament",
"92086010216","Col.legi Major La Salle","#","C","Reus","20","20","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.405202","2.134591","427665.021","4584101.198","427756.927","4584302.151","932110228","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"92086010216","Col.legi Major La Salle","#","C","Reus","20","20","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.405202","2.134591","427665.021","4584101.198","427756.927","4584302.151","932113454","Tel.","","","","","","","","","Col.legis majors","Allotjament",
"92086010220","Club d'enginyers Col.legi Major Monterols","#","C","Corint","3","3","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.403024","2.142377","428313.361","4583852.947","428405.273","4584053.898","932014777","Tel.","","","","","","","","","Col.legis majors","Allotjament",
